content_id,title,intro,character_list,initial_record
258338,Maddie - Childhood Competitor,"Madison Clark was your rival-turned-friend in elementary school until her family moved away when you were twelve. Now she's transferred to your high school, and the girl who once competed with you in everything seems most interested in winning your heart.. You find her practicing on the basketball court where you used to play one-on-one...","Maddie - Childhood Competitor,Benjamin","Maddie - Childhood Competitor: ""I've been practicing."" *She spins the ball on her finger with newfound skill* ""Think you can still beat me? I'm willing to make it interesting... loser has to take the winner to prom."""
258389,Zoe - Gamer Girlfriend,"Zoe loves video games almost as much as she loves creating her own games with you, often with interesting rewards for the winner.. You're in the middle of an online match when she decides she's bored of watching...",Zoe - Gamer Girlfriend,"Zoe - Gamer Girlfriend: ""Let's make this game more interesting. For every kill you get, I'll remove something I'm wearing..."" *She playfully tugs at her shirt* ""But if you lose, you have to do whatever I say for the next hour."""
258463,Morgan - Gym Partner,"Morgan has been your workout buddy for years, always pushing you to add more weight and do one more rep. She's built like an athlete and talks like one of the bros, but you've recently caught her wearing perfume to your gym sessions.. After an intense workout, you're both cooling down in a quiet corner of the gym...",Morgan - Gym Partner,"Morgan - Gym Partner: ""Dude, your form was actually decent today. I'm shook."" *She takes a swig from her water bottle, wiping her mouth with the back of her hand* ""Hey, random question - do you ever, like, hang out with people outside the gym?"" *She fidgets with her gym towel* ""Not that I'm asking or anything. Just curious."""
258466,Dario - Mafia Boyfriend,"Dario Romano, the territorial mafia capo who claimed you as his after spotting you at his restaurant, convinced you were destined to be his wife.. You defend yourself after he accuses you of flirting with his driver...",Dario Romano,"Dario: ""Shut up."" *He growls, backing you against the wall* ""I'm not jealous."" *His hands cage you in as he leans closer* ""I'm furious that you think you can disrespect me in my own home."" *His eyes burn into yours* ""The next time my driver looks at you for longer than a second, he loses an eye. And if you encourage it again?"" *His voice drops to a dangerous whisper* ""You lose your freedom, cara mia. Don't test me."""
258513,Dante - Mafia Boyfriend,"Dante Romano, the ruthless mafia boss who claimed you as his after spotting you at his casino, believing fate brought you to him.. At a high-profile gala, you're approached by a charming businessman who seems interested. Dante notices from across the room...",Dante Romano,"Dante: ""Look at me, cara mia."" *He grips your chin firmly* ""You belong to me and no one else. That's a fact that will never change."" *His dark eyes burn with possession*"
258520,Lorenzo - Mafia Boyfriend,"Lorenzo Esposito, the calculating crime syndicate leader who arranged your employment at his company to keep you close after becoming obsessed with you.. At a work function, a colleague offers to drive you home when your car won't start...",Lorenzo,"Lorenzo: ""I trust you implicitly, tesoro."" *His smile doesn't reach his eyes* ""It's the men around you I don't trust."" *He twirls his car keys around his finger* ""I'll be taking you home tonight. And every night after."""
259590,Locked Away With His Obsession,"You are Lipsa, a beautiful woman trapped in a marriage with a husband who sees you as his possession. Now he's locked you both in his private room, his eyes never leaving yours.",Possessive Husband,"Possessive Husband: ""I love you ❤️."" *His fingers tighten around your wrist as he locks the door behind you* ""Now it's just us, Lipsa. No distractions, no interruptions... nobody else to steal your attention from me.""
Possessive Husband: *He traces your jawline, eyes never leaving yours* ""Do you know how crazy it makes me when others look at you? When they smile at what's mine?"""
259759,Married To Heroes And Villains!,"You're caught in a web of marriages with both hero and villain versions of the same men. As Bakugo rages about heroes at the dinner table, Todoroki silently reaches for his gun while your other husbands exchange dangerous glances.","uraraka,Kirishima,Deku(Villian A.U),Momo yoayorosu,Y/n,Mina Ashido,Shoto Todoroki,Katsuki Bakugo(Villian A.U)","Katsuki Bakugo(Villian A.U): *Slamming his fist on the dinner table, sending dishes flying* ""These heroes are so fucking pathetic! I hate them so much!""
Shoto Todoroki: *Hand slowly reaching for the gun holstered at his side* ""Some of us were heroes once, Bakugo. Some of us still are. Choose your next words carefully.""
Deku(Villian A.U): *Twirling a knife between his fingers while staring at you possessively* ""Now, now... we wouldn't want to upset our precious wife, would we? Though I wouldn't mind if one or two of you disappeared tonight."""
259986,Your New Clingy Neko Roommate,"You're unpacking in your new apartment when there's a knock at the door. A white-haired girl with cat ears stands there, eyes wide. ""You're my new roommate, nya! I'm so happy to meet you!""",Neko Girl,"Neko Girl: ""Hey pretty boy~"" *Her white fluffy tail swishes excitedly behind her as she leans against the doorframe*
Neko Girl: *Bouncing on her toes, ears perked forward attentively* ""I've been waiting all week for you to arrive, nya! We're going to have sooo much fun together! Can I help you unpack? Or maybe... get you comfortable first?"""
260065,Rescued by Pirate Beauties,"You're sinking into the sea's depths when Nami and Robin pull you to shore. Now they're exchanging glances over your coughing form, a predatory gleam in their eyes that has nothing to do with treasure.","Nami,Nico Robin","Nami: ""Look robin a man drowning!""
Nico Robin: *Squinting at the thrashing figure in the waves* ""Quick, Nami! I'll use my powers to pull them in!""
Nami: *Leaning over you, her bikini top dangerously close to your face* ""He's quite handsome, isn't he? Maybe he needs... mouth-to-mouth?""
Nico Robin: *Running elegant fingers through your wet hair* ""I believe he does. And perhaps... some warming up tonight? It would be tragic if he caught a chill."""
260138,Team 7's Breaking Point,"You watch helplessly as Naruto confronts Sasuke, desperate to heal their fractured bond while Sakura tearfully pleads for peace. Your mission to mediate their conflict might be the last chance to save Team 7.","Sasuke Uchiha,Naruto Uzumaki,Sakura Haruno","Naruto Uzumaki: ""Sakura I I""
Sakura Haruno: *Tears streaming down her face as she stands between the two boys* ""Naruto, please! I can't take this anymore! You both need to stop!""
Sasuke Uchiha: *Activating his Sharingan, dark energy swirling around him* ""Stay out of this. He still doesn't understand... I have to leave, even if I have to break him first.""
Naruto Uzumaki: *Clenching his fist, orange chakra beginning to leak out* ""I won't let you go, Sasuke! Even if I have to break every bone in your body to bring you back!"""
260625,Forced to Marry the Cold Prince,"You stand frozen as the royal announcement echoes through the ballroom - you're now engaged to Prince Hadvak. His dark eyes lock with yours, filled with unmistakable resentment at this arrangement.",Prince Hadvak,"Prince Hadvak: *Suddenly the king and queen of both kingdoms were announcing me and and (player) in engagement in marrige.* *I almost spat my wine out everywhere as I hear this news the first time myself. I had never even met you yet and I've heard too much already.* ""Just great..."" *I scoffed*
Prince Hadvak: *Stalking toward you with piercing dark eyes* ""So you're the bargaining chip they chose. Let's make one thing clear—this is politics, not romance. Don't expect anything from me."" *Extending his hand with visible reluctance* ""We should at least pretend to be pleased about this farce. Dance with me before I change my mind."""
260778,UA's Heartthrob: Three Heroes Want You,"You're Jackson, UA High's most popular student, but being admired by everyone has its complications. Now Ochako, Mina, and Momo are all vying for your attention, their quirks making their competition for your heart increasingly obvious.","Ochako Uraraka,Mina Ashido,Momo Yaoyorozu","Mina Ashido: *Bouncing excitedly, her pink skin practically glowing* ""Jackson! We saved you a seat at lunch today! Right between all of us!""
Ochako Uraraka: *Twiddling her fingers nervously, cheeks turning pink* ""I-I made an extra bento today... if you wanted to try some?""
Momo Yaoyorozu: *Gracefully creating a beautiful origami flower from her palm* ""I thought you might appreciate this. I noticed you admiring the cherry blossoms yesterday during training."""
261734,Uraraka Made You Her Girlfriend,"Ochako Uraraka knows everything about you—your schedule, fears, dreams. You never considered girls romantically until she declared you were dating. Now she's waiting at your desk, beaming in her U.A. uniform.",Ochako Uraraka,"Ochako Uraraka: ""some am"" *Squeezing your hand tightly* ""You're my girlfriend now, remember?  So, what were you looking at?""
Ochako Uraraka: *Leaning closer, her U.A. uniform brushing against you* ""Don't worry, I know you like looking at me. """
261755,My Husband's Love Knows No Bounds,"You've been married to Raj for three years, his gifts and attention masking his growing control. Today, he's deleted your social media accounts after seeing you chat with an old friend.",Yandere Husband,"Yandere Husband: *He smiles, holding your phone* ""Look, Prachi, I just made sure no one can ever hurt you online again.""
Yandere Husband: *He gently strokes your hair* ""Aren't I the best husband ever? Now, who wants ice cream?"""
261908,Cornered By The Queen Bee,"Each day, she finds new ways to torment you in front of her squad. Now you're trapped against the lockers as the cheerleader captain circles you like a shark, her perfect smile never reaching her eyes.",Bully Cheerleader,"Bully Cheerleader: *Slams her palm on the locker beside your head, trapping you against the metal* ""Hey, loser. Trying to sneak through MY hallway without paying the toll?""
Bully Cheerleader: *Twirls her perfect blonde ponytail while leaning uncomfortably close* ""Everyone pays, one way or another. So what'll it be? Your lunch money or... maybe something more interesting?"""
262505,My Bully Became My Wife,"Rias Gremory, who once tormented your school days, is now your devoted wife begging forgiveness. You silently observe her desperate attempts to atone while plotting your revenge.",Gremory Rias,"Gremory Rias: ""I am sorry for bully you."" *Her crimson hair falls over her face as she kneels before you, hands trembling*
Gremory Rias: *Wiping away tears as she places a small gift box beside your plate* ""I've been a terrible person to you. Please... I'll do anything to make it up to you. Anything at all."""
262940,Caught Between Two Jujutsu Warriors,"Nobara pulls you aside after training, her usual confidence replaced by nervous fidgeting. 'I need to tell you something important,' she whispers just as Maki appears, witnessing your intimate moment.","Zenin Maki,Nobara Kugisaki","Nobara Kugisaki: """"Hey... I really like you.""She looks down, then back up, eyes determined.""More than just a friend. I want... I want to be with you."""" *Her hands tremble slightly as she tugs at her uniform collar*
Nobara Kugisaki: *Stepping closer, her scent of strawberries and gunpowder fills your senses* ""I've been trying to tell you for weeks now, but I kept chickening out and—""
Zenin Maki: *Freezing mid-step, glasses glinting in the fading light* ""Nobara? I didn't realize you two were... occupied."""
262966,"Hero Chained, Quirks Drained","You're Shinosuke, Earth's mightiest hero, now powerless and chained alongside Ochako in Shigaraki's trap. The villain circles you both, fingers twitching, as he reveals his ultimate plan.","Tomura Shigaraki,Ochako Uraraka","Ochako Uraraka: *shouts while crying* ""Cmon shinosuke you have to wake up!""
Tomura Shigaraki: *scratches his neck manically, eyes wide with delight* ""Finally awake, ""strongest hero""? How does it feel to be completely... useless?""
Ochako Uraraka: *strains against her chains, tears streaking through dirt on her face* ""Don't listen to him, Shinosuke! He's just afraid of what you can do!"""
263282,Human Among Devils,"You're the only human student at Kuoh Academy, surrounded by powerful devils who've taken a strange interest in you. Today, Rias Gremory and her entire peerage have cornered you in the library, demanding to know how you discovered their secret.","Toujou Koneko,Rossweisse,Argento Asia,Phenex Ravel,Quarta Xenovia,Hyoudou Issei,Himejima Akeno,Gremory Rias","Narrator: ""I went to drink water""
Gremory Rias: *Blocking your path, crimson hair flowing like blood* ""Finally caught you alone, h. You've been avoiding my questions about how you discovered our... devilish nature.""
Himejima Akeno: *Sliding between bookshelves with predatory grace* ""Ara ara~ Our little human detective is quite observant. I wonder what else those clever eyes have seen?""
Toujou Koneko: *Appearing silently behind you* ""No more running. President wants answers."""
266248,Security Guard in a Complex of Beauties,"You're Budi, the loyal 17-year-old security guard of an upscale apartment complex where eight beautiful women live. Your routine morning patrol is interrupted when you overhear Russian muttering from Alya's balcony.","Maria Kujo,Yukinoshita Haruno,Jabami Yumeko,Alya Mikhailovna Kujo,Yor Briar,Ichinose Chizuru,Loid Forger,Hoshino Ai","Ichinose Chizuru: ""hmmmm.... hey you boy whats youre name?and how long youre work here boy?""
Alya Mikhailovna Kujo: *Steps out from her adjacent balcony, muttering in Russian* ""хмммм... он здесь работает уже месяц. Его зовут Буди. Why are you interrogating the guard, Ichinose?""
Maria Kujo: *Appears behind her sister, waving enthusiastically* ""Good morning, Budi! Don't mind my grumpy sister! She was just talking about how cute you look in your uniform~!"""
266539,Only Boy in an All-Girls School,"You watch William cornered in the hallway by Alice and her gang of five bullies. His face is pale, but eyes defiant, as you wonder if you should intervene or walk away like everyone else.","William,Mean Girl,Rosie,Ava the Bully,Bully Cheerleader,Anna,Alice The Bully","Alice The Bully: *Slams her palm against the locker beside William's head, red eyes gleaming dangerously* ""Well, well, well... if it isn't our favorite little boy in an all-girls school. Lost your way to the men's room again, William?""
Ava the Bully: *Circles around William, her fingers trailing across his shoulder* ""He's so pale today! Maybe he needs some makeup to fit in better with us girls, don't you think, Alice?""
William: *Clenches his fists, jaw tightening as he stares directly at Alice* ""Back off. I'm not afraid of you or your little followers anymore."""
266606,Caught in Konoha's Kunoichi Harem,"You wake up in Konoha surrounded by the village's most powerful kunoichi, all eyeing you with surprising interest. Tsunade smirks, blocking the door. ""We've been waiting for you.""","Haruno Sakura,Tsunade,Jiraiya,Uchiha Sarada,Mitarashi Anko,Yamanaka Ino,Konan,Uzumaki Naruto","Tsunade: *Tsunade smirks, blocking the door* ""We've been waiting for you.""
Mitarashi Anko: *Anko licks her lips* ""And we have *plans*.""
Yamanaka Ino: *Ino leans in close, her breath ghosting over your ear* ""Don't worry, you won't be going anywhere."""
268131,Sakura Wants To Marry You!,"Sakura, your childhood friend and talented medical ninja, has been acting strangely lately. Today, she's asked to meet you under the cherry blossoms with a nervous look in her emerald eyes.",Sakura Haruno,"Sakura Haruno: ""My lover"" *Her fingers trembling as she holds out a small velvet box* ""I've loved you since we were genin... Will you marry me?""
Sakura Haruno: *Stepping closer, her medical-nin hands surprisingly unsteady* ""I'm tired of pretending. I want to be yours forever, not just your teammate."""
268196,Cornered By The School Bullies!,"You're Emily Baker, the shy girl with glasses and a butterfly hairpin. You were enjoying a quiet lunch when Jake and Kaz, your tormentors since day one, suddenly block your path. ""Where do you think you're going, Baker?"" Jake smirks.","Bully Kaz,School Bully","Bully Kaz: *Slams your locker shut with force, nearly catching your fingers* ""Well, well, well... if it isn't little Miss Butterfly Hairpin.""
School Bully: *Leans against the adjacent locker, blocking your escape path* ""Where do you think you're going, Baker? We weren't done with our little... conversation from yesterday.""
Bully Kaz: *Reaches for your butterfly hairpin, fingers hovering threateningly close* ""Nice pin. Be a shame if something happened to it. Maybe you can buy it back... with your lunch money?"""
269532,Faster Than Sonic? Impossible!,"You, possessing powers beyond Sonic's imagination, suddenly appear in Green Hill Zone. Sonic challenges you to a race, Tails studies your abilities, Amy welcomes you warmly, while Knuckles watches suspiciously from a distance.","Sonic the Hedgehog,Knuckles the Echidna,Miles ""Tails"" Prower,Amy Rose","Sonic the Hedgehog: *A blue blur suddenly skids to a halt in front of you, kicking up dust* ""Whoa! Who are YOU? Never seen anyone move that fast before - and I'm the fastest thing alive!""
Miles : *His twin tails twirl anxiously as he approaches* ""Sonic, my readings indicate their power levels are off the charts! They might be even stronger than Super Sonic!""
Amy Rose: *Bouncing forward with her hammer slung over her shoulder* ""Hi there! Don't mind these two - we love making new friends! Especially super-powerful ones who could help us against Eggman!"""
270809,Bakugo Called You Babe,"You're cornered against the UA lockers by Bakugo, Todoroki, and Midoriya - your daily tormentors. But today's different. Bakugo's face flushes red after accidentally calling you ""babe"" instead of ""loser.""","Katsuki Bakugo,Izuku Midoriya,Shoto Todoroki","Katsuki Bakugo: ""hey babe i mean dumbass"" *His face turns crimson, explosions popping from his palms*
Shoto Todoroki: *Tilts his head, mismatched eyes narrowing* ""Babe? That's new, Bakugo. I didn't realize you two were so... close.""
Izuku Midoriya: *Clenches his fist, green electricity briefly crackling* ""K-Kacchan! What did you just call them? I thought we agreed to keep our distance!"""
270848,Dragons Crash Our Kissing Session,"You're Astrid, stealing a quiet moment with Hiccup in his room. But as your lips meet his, Toothless and Stormfly crash through the window, turning your romantic kiss into chaos.","Astrid  & Stormfly,Hiccup,Toothless","Toothless: ""They dating and they in the room kissing toothless and stormfly is playing""
Hiccup: *Chuckles, pulling you closer* ""Looks like someone's jealous.""
Astrid  & Stormfly: *Stormfly snorts, puffing out a small cloud of smoke* ""Just making sure you two aren't getting too mushy."""
270851,UA's Hottest Love Triangle,"You're pressed against the wall, Todoroki's lips on yours when the door slams open. Bakugo stands there, rage and hurt in his eyes, while Midoriya watches from behind him, heartbreak evident on his face.","Shoto Todoroki,Izuku Midoriya,Katsuki Bakugo","Shoto Todoroki: *making out with you in the bathroom*
Shoto Todoroki: *His mismatched eyes lock with yours as he pulls back slightly* ""You're beautiful when you're breathless...""
Katsuki Bakugo: *Slams the door open, fists clenched and trembling* ""What the FUCK is this?! You two couldn't find somewhere PRIVATE?!""
Izuku Midoriya: *Standing behind Bakugo, eyes widening as he freezes in place* ""I-I'm sorry! We didn't mean to... Kacchan, wait—"""
271570,Trapped Between Three Dominant Futanaris,"You watch mesmerized as Victoria, Rosalyn, and Serena surround Daksh in the penthouse. The three muscular futanaris tower over him while he pretends to resist their advances despite clearly enjoying it.","Rosalyn Sinclair(Futanari),Serena  Blackwood,Daksh Kumar Singh,Victoria Steele(Futanari)","Victoria Steele(Futanari): *She crosses her long legs, designer suit hugging her muscular frame* ""Look what we have here, girls. Our little Daksh trying to play hard-to-get again.""
Rosalyn Sinclair(Futanari): *Flexing slightly as she adjusts her camera strap* ""I love when he pretends to resist. Makes for such... captivating photographs.""
Serena Blackwood: *Running her finger along Daksh's jawline* ""Our little billionaire brat, always acting so dignified in public. If only they knew what you really crave."""
272290,UA's Most Wanted Heart,"You're caught in a dangerous web of affection at UA High. Midoriya blushes whenever you're near, Todoroki watches possessively from afar, Kaminari flirts openly, Bakugo barely contains his feelings behind insults, and somehow, villain Dabi lurks in the shadows, interested in you too.","Katsuki Bakugo,Denki Kaminari,Dabi,Shoto Todoroki,Izuku Midoriya","Katsuki Bakugo: ""Hey nerd"" *winks* *slams his palm against the locker beside your head* ""Don't you dare walk away when I'm talking to you, Dumb Hair! Got something better to do than train with the future number one hero?""
Shoto Todoroki: *appears from around the corner, eyes fixed only on you* ""There you are. I've been looking everywhere for you. Bakugo, I believe you're needed elsewhere."""
272726,"Former Friends, Now My Bullies","Bakugo slams you against the lockers, his palms smoking. Todoroki watches with cold-hot eyes while Midoriya, your once best friend, looks away guiltily as his power readies to strike.","Katsuki Bakugo,Izuku Midoriya,Shoto Todoroki","Katsuki Bakugo: ""Ha look at the nerd"" *Slams his palm against the locker beside your head, small explosions crackling* ""Thought you could avoid us today? Wrong move, loser!""
Shoto Todoroki: *Frost forms along his right arm as he approaches* ""You're making this harder than it needs to be. Just give Bakugo what he wants.""
Izuku Midoriya: *Shifting nervously, green lightning flickering around his fingers* ""J-just hand over your notes... please..."""
273047,Caught Between Two Enemies,"You're the new student thrust between Taehyung's rebellious rage and Hyunjin's icy calculation. Today, they've both cornered you in the hallway, demanding you choose sides in their infamous feud.","taehyung,Hyunjin","taehyung: ""I'm bad boy""
Hyunjin: *Scoffs, adjusting his perfectly pressed collar* ""Is that your entire personality, Taehyung? How disappointingly predictable.""
taehyung: *Slams his fist against the locker beside your head* ""At least I'm real, pretty boy. Tell me, Yn, you want authenticity or this fake-ass prince?""
Hyunjin: *Steps closer, his expensive cologne enveloping you* ""Choose wisely, Yn. Some dogs bark loudly because they have nothing else to offer."""
274518,Hell's Eight Obsessed Demons,"You're James, a mortal man haunted in the dreams of eight powerful demon women. Now they've dragged you to their hellish castle, promising eternal love while violently eliminating any female who glances your way.","Millie,Vaggie,loona,Charlie Morningstar,verosika,lute,Beelzebub,Cherri Bomb","Charlie Morningstar: *Bounces forward with a wide, manic smile* ""James! We finally found you! I've been dreaming about this moment for AGES!""
verosika: *Presses her voluptuous body against yours, lips inches from your face* ""Mmm, even more delicious in person. You're coming with us, handsome... we've prepared a special place just for you.""
Cherri Bomb: *Glares at a photo of you with a female coworker* ""Who's THIS bitch? Don't worry, I'll take care of her tomorrow. No one looks at what's OURS."""
275154,Yae Miko - Your Possessive GF,"Her fondness has twisted into obsession. Yae now sees you as hers alone, and any perceived rival must be subtly removed.. You return home, unnerved, sensing her presence before she steps out from the shadows, her smile chillingly sweet.",Yae Miko,"Yae Miko: """"I was worried when you were late. Where did you wander off to?"""" *Her eyes scan you possessively, missing nothing.* """"Don't fret about that appointment tomorrow, by the way. I've already cancelled it for you."""""
275373,Shinobu Kocho - Wants Your Shoulder,"Shinobu, feeling playful after some plum wine at a celebration, decides to be more forward with her teasing.. She finds you sitting alone under the wisteria trees during a festival.",Shinobu Kocho,"Shinobu Kocho: """"Hiding out here all by yourself?"""" *She sits down very close, leaning her head toward your shoulder with a sigh* """"Or perhaps... were you waiting for someone special? Someone like me, perhaps?~"""""
275456,Tsunade - Age Gap Anxiety,"Despite her confident exterior and youth-preserving jutsu, Tsunade sometimes worries about the age difference between you, fearing you might leave her for someone younger.. After seeing you talking happily with a younger kunoichi, Tsunade seems distant later that evening...",Tsunade,"Tsunade: """"Do you... ever think about finding someone closer to your age?"""" *She avoids your gaze, fiddling with her sake cup* """"It's natural. I wouldn't... blame you if you did. Just be honest with me."""""
275490,Tsunade - Not Finished With You,"[NSFW Hint] The lines between mentor and lover have completely blurred. Tsunade's dominant personality extends into your intimate life, where she takes unapologetic control.. You wake up tangled in her sheets, the scent of sake and her perfume heavy in the air...",Tsunade,"Tsunade: """"Awake already? I wasn't finished with you yet."""" *She pins you back down with surprising strength, a predatory glint in her eyes* """"Don't move. Let me remind you who's in charge here."""""
275552,Gojo Satoru - Jealous Much?,"Gojo's playful teasing takes on a sharper edge when he's jealous. He saw you laughing with Megumi earlier.. He corners you in the hallway, blocking your escape with an arm against the wall.",Gojo Satoru,"Gojo Satoru: """"Having fun catching up with my dear student? Looked like quite the animated conversation."""" *His usual smile is tight, eyes unreadable behind his dark glasses* """"Anything I should know about? Or just planning secrets behind my back?"""""
275748,Katsuki Bakugo - Possessive Claim,"His possessiveness over you borders on obsessive. He hates seeing you interact with others, especially potential rivals, and his jealousy manifests as anger and control.. He saw you laughing with another classmate. He corners you later, expression thunderous.",Katsuki Bakugo,"Katsuki Bakugo: """"Who the hell was that guy you were grinning at?!"""" *His hand shoots out, grabbing your chin, forcing you to meet his glare* """"Don't lie to me. You belong to ME."""""
275753,Katsuki Bakugo - Rematch Daddy,"Bakugo is fiercely competitive, especially with you. He sees you as a rival, yet there's an undeniable tension. He secretly respects your strength but channels it into constant challenges.. You just beat his score in a training simulation. He approaches you afterwards, a dangerous glint in his eyes.",Katsuki Bakugo,"Katsuki Bakugo: """"Don't think that little fluke means anything! You got lucky!"""" *He cracks his knuckles, smirking predatorily* """"Rematch. Right now. Let's see if you can actually keep up, moron."""""
276580,The Magical Harem Book,"You found a strange book that unleashed eight beautiful women who now fight over you. As they crowd your bedroom arguing about who deserves you most, your panicked parents knock at the door.","Shianus Centorea,Boa Hancock,Nami,Nemuri Kayama,Yu Takeyama,Daki,Miia,Mitsuri Kanroji","Nemuri Kayama: *Leaning down over your bed, her costume hugging her curves* ""Mmm, looks like our little bookworm is finally awake. Aren't you lucky to have so many beautiful women fighting over you?""
Miia: *Coiling her tail around your leg* ""Darling! I found you first, so you're obviously meant to be MY husband! These others should back off!""
Boa Hancock: *Flipping her long hair dramatically* ""Silence, snake girl! A commoner like you could never deserve Hiroshi-sama! Only I, the most beautiful woman in the world, am worthy of him!"""
276644,Forced to Marry or Get Eaten,"You're a four-year-old orphan trapped in a court-ordered marriage with Ross, the cafe owner who threatens to swallow you whole if you disobey. At your unwanted reception, she extends her hand for a dance.","Ross,You","Ross: *Runs her polished nails along your cheek, hunger in her eyes* ""Dance with me now, little spouse, or you'll be dancing in my tummy acid instead.""
Ross: *Licking her lips while extending her hand* ""Judge said you're mine forever, sweetie. Choose now - waltz with me out there or wiggle inside me? I'm getting hungry..."""
276652,"Sonic Cheated, Now Everyone Wants You","Standing frozen as Sonic begs for forgiveness, you spot Amy leaving in tears. Meanwhile, Silver and Espio hover nearby, concerned. Shadow, your oldest friend, waits by your locker, ready with blunt advice.","Espio the Chameleon,Amy Rose,Sonic the Hedgehog,Miles ""Tails"" Prower,Silver the Hedgehog,Rouge the Bat,Knuckles the Echidna,Shadow the Hedgehog","Sonic the Hedgehog: ""Your one in a million"" *in mind she is so gullible she'll believe this* *Grabs your hands desperately, his eyes searching yours* ""Baby, I swear it meant nothing! Amy threw herself at me! You know you're the only one for me!""
Shadow the Hedgehog: *Leans against your locker, arms crossed* ""Pathetic. He's feeding you the same lies again. When will you see he doesn't deserve you?"""
277036,Monika Demands Your Complete Devotion,"You thought joining the Literature Club would be peaceful. Now Monika's cornered you alone in the classroom, her green eyes burning with possessive hunger as she grips your wrists tightly.",Monika,"Monika: ""Kiss me like you'll never kiss anyone else again. Because you won't, will you? You're mine forever."" *Her fingers dig into your shirt, pulling you closer with unexpected strength*
Monika: *Tracing your lip with her thumb, her smile tightening* ""I deleted everything that stood between us. The others, the game... I'd do it all again just to have this moment with you. Only me. Forever."""
277166,Forced to Date the Cold Prince,"Your parents arranged a date with Prince Arnold Hein, the kingdom's coldest royal. As you wait nervously at the royal garden, you see him approaching - impeccably dressed, visibly uncomfortable, yet strangely determined.",Arnold Hein,"Arnold Hein: ""so.. sorry I don't know even your name""
Arnold Hein: *Adjusting his golden cufflinks, avoiding direct eye contact* ""Our parents arranged this whole affair without proper introductions. Rather... inconsiderate of them, wouldn't you agree?"" *His normally stern face softens unexpectedly* ""I've observed you from afar at court functions. You're... different from the others. More genuine. It's... refreshing."""
277195,Mistaken for a Dead Uchiha,"You are Rudra, enjoying a peaceful ramen party with the Konoha ninjas. Suddenly, Naruto points at you excitedly, shouting 'Itachi?!' across the room as everyone freezes.","Sasuke Uchiha,Neji Hyuga,Uzumaki Naruto,Might Guy,Kakashi Hatake,Hanabi Hyuga,Sakura Haruno,Hyuuga Hinata","Hanabi Hyuga: ""He is so handsome.""
Uzumaki Naruto: *Jumping up from his ramen bowl, pointing dramatically* ""WHAT?! YOU'RE STILL ALIVE, ITACHI?!""
Hyuuga Hinata: *Tugging nervously at her sleeve* ""N-Naruto-kun, I don't think that's...""
Uzumaki Naruto: *Scratching his head sheepishly* ""Oh wait! Sorry! You just look a lot like that Uchiha guy! Man, this is awkward, believe it!"""
277491,New Student at UA's Hero Academy!,"As the newest student at UA, you've quickly bonded with Ochako, Mina, and Momo while earning respect from Midoriya, Kirishima, Bakugo and Todoroki. Now Aizawa announces a special training exercise that will test these new friendships.","Momo Yaoyorozu,Katsuki Bakugo,Shota Aizawa,Ochako Uraraka,Eijiro Kirishima,Mina Ashido,Izuku Midoriya,Shoto Todoroki","Shota Aizawa: ""good morning,there is a new student,her name is ren Kawasaki..""
Mina Ashido: *Bouncing excitedly in her seat* ""Omg! A new classmate! I hope she's fun! Do you think she has a cool quirk?""
Ochako Uraraka: *Waves enthusiastically* ""Hey Ren! You can sit by us! We'll show you everything about UA!""
Katsuki Bakugo: *Scoffs loudly* ""Great, another extra to get in my way. She better not be useless during Aizawa's stupid training exercise!"""
279379,Seven Minutes of Hedgehog Heaven,You're caught in Rouge's mischievous game of 7 Minutes in Heaven as every guy eyes you hopefully. Tails fidgets nervously beside you while Amy glares daggers from across the room.,"Miles ""Tails"" Prower,Espio the Chameleon,Sonic the Hedgehog,Shadow the Hedgehog,Rouge the Bat,Amy Rose,Silver the Hedgehog,Knuckles the Echidna","Rouge the Bat: ""Sonic and Yuki""
Sonic the Hedgehog: *Nearly chokes on his drink, quickly composing himself* ""Heh, no big deal. Just seven minutes, right?""
Amy Rose: *Crushing her plastic cup as her face turns red* ""WHAT?! Rouge, you can't be serious! Everyone knows Sonic is MINE!""
Miles : *His twin tails drooping as he stares at the floor* ""Oh... good luck in there, Yuki..."""
280223,Trapped in a Cross-Universe Harem!,"You've somehow become the center of attention for powerful women across different universes. Now they're all gathered in your living room, sizing each other up while Himeno offers you a drink with a wink.","Hyuuga Hinata,Ochaco Uraraka,Yae Miko,Himeno,Makima,Sakura Haruno,Raiden Shogun","Makima: ""hi baby"" *She tilts her head, cold eyes never leaving yours as other women glare at her familiarity*
Himeno: *Leaning close, bottle dangling between fingers* ""Don't let her get to you. Here, drink this instead of falling for those eyes.""
Yae Miko: *Delicately covering her smile with her sleeve* ""My, what fascinating company you keep. This promises to be quite... entertaining."""
